600
4.000000 -31.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
61.000000 -29.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
86.000000 -92.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
93.000000 57.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
89.000000 78.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
29.000000 73.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
54.000000 58.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-98.000000 71.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
53.000000 -99.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
63.000000 43.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-98.000000 -74.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
60.000000 -80.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
32.000000 -7.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-63.000000 -46.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
66.000000 -79.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
49.000000 -4.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
44.000000 -99.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
66.000000 90.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
10.000000 36.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-42.000000 -39.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
-34.000000 5.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
66.000000 25.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
33.000000 26.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
-78.000000 26.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
-58.000000 83.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-85.000000 99.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
80.000000 59.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
-8.000000 98.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
30.000000 -14.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
94.000000 95.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
9.000000 -49.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-38.000000 98.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
-9.000000 -12.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
11.000000 -4.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-77.000000 0.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
-97.000000 -45.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
-73.000000 -30.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-9.000000 59.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
14.000000 60.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
-19.000000 -84.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
38.000000 -8.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
48.000000 40.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
-41.000000 81.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-80.000000 69.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
44.000000 -54.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
2.000000 34.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
99.000000 72.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
64.000000 -6.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
-84.000000 -68.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
72.000000 -32.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
-63.000000 77.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
-66.000000 -59.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
97.000000 -67.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
68.000000 -25.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
58.000000 -71.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
66.000000 -87.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
32.000000 -72.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
65.000000 -13.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-11.000000 -41.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
87.000000 20.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
75.000000 90.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-42.000000 -41.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
-96.000000 2.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
14.000000 -84.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-43.000000 76.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
65.000000 100.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
50.000000 82.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-75.000000 -93.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
-8.000000 -66.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
-42.000000 40.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
26.000000 50.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
43.000000 -85.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
86.000000 -82.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
20.000000 44.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
-17.000000 68.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
-26.000000 -51.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
70.000000 78.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
30.000000 -59.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
17.000000 -36.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-34.000000 -36.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
-74.000000 -51.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
52.000000 -21.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-65.000000 -52.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
48.000000 -74.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
-58.000000 -91.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-64.000000 49.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
30.000000 -40.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
-82.000000 31.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
11.000000 -39.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
47.000000 82.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
43.000000 73.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-15.000000 90.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
-32.000000 -93.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
-45.000000 -41.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-34.000000 92.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
81.000000 -50.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
-80.000000 99.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-84.000000 -36.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
36.000000 52.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
-13.000000 -41.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-94.000000 31.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
-63.000000 75.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
71.000000 -61.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
13.000000 -43.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
82.000000 -64.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
81.000000 -76.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
-77.000000 -5.000000 1.0 0.0 2 geoshapeneutral.dat soundshapeneutral.dat
97.000000 7.000000 1.0 0.1 1 geoshapefood.dat soundshapefood.dat
-90.000000 55.000000 1.0 -0.1 3 geoshapepoison.dat soundshapepoison.dat
